id,label
1048581072.jpg,2.0
1083896176.jpg,2.0
1258222691.jpg,2.0
1278924259.jpg,2.0
133097678.jpg,2.0
1424400038.jpg,2.0
148514131.jpg,2.0
1634210078.jpg,2.0
1696364421.jpg,2.0
1968070287.jpg,2.0
1974242714.jpg,2.0
2045866821.jpg,2.0
2317549263.jpg,2.0
2330851012.jpg,2.0
2355374074.jpg,2.0
2428525395.jpg,2.0
2531594937.jpg,2.0
2613045307.jpg,2.0
2697751572.jpg,2.0
3039373303.jpg,2.0
3114213950.jpg,2.0
3149092029.jpg,2.0
3305328622.jpg,2.0
33163324.jpg,2.0
336299725.jpg,2.0
3376559838.jpg,2.0
3436107326.jpg,2.0
3596960807.jpg,2.0
3602005087.jpg,2.0
3770308231.jpg,2.0
3865023649.jpg,2.0
4098951453.jpg,2.0
4181746841.jpg,2.0
4225133358.jpg,2.0
422690051.jpg,2.0
4255738008.jpg,2.0
431419127.jpg,2.0
433273878.jpg,2.0
446547261.jpg,2.0
51748275.jpg,2.0
641583443.jpg,2.0
678743430.jpg,2.0
698853568.jpg,2.0
744619434.jpg,2.0
761651651.jpg,2.0
805915725.jpg,2.0
842973014.jpg,2.0
